"","score","text"
"2902",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2903",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2904",0,"Jakarta bersyariah? Kaya bank aja pake syariah~"
"2905",-1,"RT @datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"
"2906",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2907",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2908",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2909",-1,"RT @andi_chairil: Menurut sy, kampanye Jakarta Bersyariah ini lbh bnyk merugikan yg mengusung isu ini https://t.co/SnSGFPFAzM"
"2910",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2911",0,"RT @habibthink: Kita tunggu aja tanggapan atau bantahan dari sang paslon tentang isu Jakarta Bersyariah ini."
"2912",1,"Spanduk Jakarta Bersyariah sudah ditebarkan oleh @aniesbaswedan 
kita tunggu klarifikasinya aja yang santun dan berwibawa itu"
"2913",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2914",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2915",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2916",-1,"Dpt predikat ""korban""""@datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"""
"2917",-1,"RT @datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"
"2918",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2919",-1,"Menurut sy, kampanye Jakarta Bersyariah ini lbh bnyk merugikan yg mengusung isu ini https://t.co/SnSGFPFAzM"
"2920",-1,"RT @datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"
"2921",-2,"RT @JokoHQ: Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta…"
"2922",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2923",-2,"Apa pernah Anies terang2an membantah spanduk Jakarta Bersyariah? Nggaklah. Dia pengen jg dpt secuil suara dr pendukung Jakarta Bersyariah."
"2924",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2925",-1,"RT @jerrikho36: Programnya gak ada tuh ttg Jakarta Bersyariah... cek deh di https://t.co/ewV4eDEiU9 ... #PanikBikinFitnah https://t.co/7yoj…"
"2926",-1,"Cc Duta Rasta @pandji ""@datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"""
"2927",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2928",0,"RT @habibthink: Kita tunggu aja tanggapan atau bantahan dari sang paslon tentang isu Jakarta Bersyariah ini."
"2929",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2930",1,"Kalo jakarta bersyariah bisa bebas macet gak?"
"2931",-1,"RT @datuakrajoangek: Hukuman nyimeng di jakarta bersyariah apa yah?"
"2932",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2933",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2934",-1,"Hukuman nyimeng di jakarta bersyariah apa yah?"
"2935",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2936",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2937",-1,"Programnya gak ada tuh ttg Jakarta Bersyariah... cek deh di https://t.co/VxXasSCGY8 ... #PanikBikinFitnah https://t.co/o7tzLySkSK"
"2938",-1,"RT @datuakrajoangek: Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2939",-1,"Kalau jakarta bersyariah jubir masih boleh nyimeng ga?"
"2940",1,"Kalo jakarta bersyariah diterapkan yang kena duluan si bibib."
"2941",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2942",0,"RT @habibthink: Kita tunggu aja tanggapan atau bantahan dari sang paslon tentang isu Jakarta Bersyariah ini."
"2943",-2,"RT @NataRezha: Mau bodoh-bodohin dengan black campaign Jakarta bersyariah? 
Konsultan ga punya adab ya begini ini caranya, isu agama terus…"
"2944",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2945",-2,"Mau bodoh-bodohin dengan black campaign Jakarta bersyariah? 
Konsultan ga punya adab ya begini ini caranya, isu agama terus mainnya. Taeekkk"
"2946",-1,"Programnya gak ada tuh ttg Jakarta Bersyariah... cek deh di https://t.co/ewV4eDEiU9 ... #PanikBikinFitnah https://t.co/7yoj4eLUBQ"
"2947",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2948",1,"RT @datuakrajoangek: Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2949",1,"Apakah anda setuju dengan gagasan  ingin menjadikan Jakarta Bersyariah seperti Aceh?"
"2950",-1,"RT @garyjoy29: Programnya gak ada tuh ttg Jakarta Bersyariah... cek deh di https://t.co/u2BpXHzM8G ... #PanikBikinFitnah https://t.co/7SdKK…"
"2951",-1,"Programnya gak ada tuh ttg Jakarta Bersyariah... cek deh di https://t.co/u2BpXHzM8G ... #PanikBikinFitnah https://t.co/7SdKK6ixZu"
"2952",0,"RT @habibthink: Kita tunggu aja tanggapan atau bantahan dari sang paslon tentang isu Jakarta Bersyariah ini."
"2953",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2954",0,"Kita tunggu aja tanggapan atau bantahan dari sang paslon tentang isu Jakarta Bersyariah ini."
"2955",0,"RT @eykonugroho: ngeri banget kalau Jakarta Bersyariah https://t.co/zs9YgzPozA"
"2956",0,"RT @eykonugroho: ngeri banget kalau Jakarta Bersyariah https://t.co/zs9YgzPozA"
"2957",0,"ngeri banget kalau Jakarta Bersyariah https://t.co/zs9YgzPozA"
"2958",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2959",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2960",1,"[BP] Beredar di Instagram, Anies Baswedan Janji Jadikan Jakarta Bersyariah https://t.co/aa4EKHv1TK"
"2961",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2962",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2963",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2964",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2965",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2966",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2967",-1,"RT @HajiLolong: Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu bangun?…"
"2968",-1,"Gerombolan Anis - Sandi - FPI - PKS - Gerindra - FUI - HTI sangat jahat! Seperti ini Jakarta Bersyariah yg akan elu… https://t.co/XzGbXtNYGt"
"2969",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2970",0,"RT @wakilgubernurKW: Target FPI FUI HTI
Dukung @aniesbaswedan 
Jakarta Bersyariah. https://t.co/7MloHZRNik"
"2971",0,"RT @wakilgubernurKW: Target FPI FUI HTI
Dukung @aniesbaswedan 
Jakarta Bersyariah. https://t.co/7MloHZRNik"
"2972",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2973",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2974",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2975",-1,"RT @rendrasejati: Silahkan kubu @aniesbaswedan @sandiuno untuk memprosesnya...
Cc. Ustd @bachtiarnasir 

https://t.co/cQF6pbRQga https://t.…"
"2976",-1,"RT @rendrasejati: Silahkan kubu @aniesbaswedan @sandiuno untuk memprosesnya...
Cc. Ustd @bachtiarnasir 

https://t.co/cQF6pbRQga https://t.…"
"2977",-1,"Silahkan kubu @aniesbaswedan @sandiuno untuk memprosesnya...
Cc. Ustd @bachtiarnasir 

https://t.co/cQF6pbRQga https://t.co/6WMPfG8PVW"
"2978",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2979",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2980",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2981",-1,"RT @GunRomli: Kontrak Politik Anies Sandi terkait Jakarta Bersyariah ditolak!!! https://t.co/0GgS7N9rZa"
"2982",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2983",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"2984",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2985",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2986",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2987",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2988",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2989",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2990",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2991",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2992",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2993",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2994",3,"RT @datuakrajoangek: Selamat pagi.. mau nanya dong. Apa benar Anies-Sandi sudah tanda tangan piagam Jakarta Bersyariah dengan Al khattath 7…"
"2995",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2996",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"2997",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2998",-1,"RT @HajiLolong: Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7…"
"2999",-1,"Ini yg diinginkan @aniesbaswedan dr Jakarta Bersyariah melalui FPI. Bodoh! 

Msh mau pilih Paslon No 3? https://t.co/gChJV7XJA3"
"3000",0,"RT @datuakrajoangek: Hmmm.. mas cagub jakarta bersyariah kabarnya lagi atit. Mari kita doakan buat kesembuhan beliau https://t.co/DeoF5kjS83"
"3001",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3002",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3003",0,"RT @AntoniRaja: Ini bkn di India. Ini di Jakarta. Tolak penyeragaman dgn Jakarta bersyariah #JakartaBeragam #JakartaBeragam https://t.co/Zi…"
"3004",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3005",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3006",-1,"Warga Jakarta menolak kontrak politik bersyariah @aniesbaswedan @sandiuno 

#AhokDjarotLanjutkan --&gt; NKRI harga mat… https://t.co/7ymlu9nkpP"
"3007",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3008",0,"RT @triwul82: Terbongkar, Ternyata ISIS Dompleng “Jakarta Bersyariah” Anies-Sandi https://t.co/4ryuvGjopM lewat @gerilyapolitik"
"3009",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3010",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3011",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3012",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3013",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3014",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3015",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3016",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3017",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3018",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3019",-1,"@kompascom pilihannya jelas,ingin jakarta bersyariah sampah atau jakarta pancasila"
"3020",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3021",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3022",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3023",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3024",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3025",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3026",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3027",2,"https://t.co/dgN51B4spx ini #apaiya emansipasi wanita tdk berlaku lagi di negeri ini? allahuakbar cc @PartaiSocmed @kurawa @Takviri @pandji"
"3028",0,"RT @datuakrajoangek: Hmmm.. mas cagub jakarta bersyariah kabarnya lagi atit. Mari kita doakan buat kesembuhan beliau https://t.co/DeoF5kjS83"
"3029",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3030",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3031",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3032",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3033",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3034",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3035",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3036",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3037",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3038",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3039",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3040",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3041",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3042",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3043",0,"RT @ulinyusron: Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta Bersyari…"
"3044",0,"Jejak digital Gatot Saptono alias Al Khaththath, salah satu panglima pemenangan Anies Sandi yang mengusung Jakarta… https://t.co/KhqoGpkfHb"
"3045",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3046",2,"RT @datuakrajoangek: Allahu Akbar.... Insya Allah Jakarta Bersyariah tinggal menunggu hitungan hari https://t.co/GHAY7otN7U"
"3047",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3048",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3049",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3050",-4,"#apaiya Jakarta Bersyariah membela kaum Perempuan bukan batasi hak Perempuan? @cumarachel @HaqueMarissa @CangHaris https://t.co/hExZBTMduR"
"3051",-2,"Perempuan selalu jadi korban!!!! #apaiya mau jadi begini https://t.co/KTyZGapT01  @squrtuby @slankdotcom"
"3052",0,"RT @triwul82: Terbongkar, Ternyata ISIS Dompleng “Jakarta Bersyariah” Anies-Sandi https://t.co/4ryuvGjopM lewat @gerilyapolitik"
"3053",0,"RT @datuakrajoangek: Sepertinya saya sudah berani nantangin semua konsultan jakarta bersyariah buat taruhan. Semoga ada yg berani.."
"3054",0,"RT @datuakrajoangek: Hmmm.. mas cagub jakarta bersyariah kabarnya lagi atit. Mari kita doakan buat kesembuhan beliau https://t.co/DeoF5kjS83"
"3055",0,"RT @datuakrajoangek: Hmmm.. mas cagub jakarta bersyariah kabarnya lagi atit. Mari kita doakan buat kesembuhan beliau https://t.co/DeoF5kjS83"
"3056",0,"Hmmm.. mas cagub jakarta bersyariah kabarnya lagi atit. Mari kita doakan buat kesembuhan beliau https://t.co/DeoF5kjS83"
"3057",0,"RT @datuakrajoangek: Sepertinya saya sudah berani nantangin semua konsultan jakarta bersyariah buat taruhan. Semoga ada yg berani.."
"3058",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3059",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3060",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3061",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3062",0,"@embah72 ini #fitnahlagi, tidak benar https://t.co/FSnRtJAVZx"
"3063",0,"RT @triwul82: Terbongkar, Ternyata ISIS Dompleng “Jakarta Bersyariah” Anies-Sandi https://t.co/4ryuvGjopM lewat @gerilyapolitik"
"3064",1,"Jakarta Bersyariah Bersatu !! https://t.co/wVY6QeRhS7"
"3065",1,"Jakarta Bersyariah Bersatu , enak juga <ed><U+00A0><U+00BD><ed><U+00B8><U+0087>"
"3066",0,"Mau aksu Jakarta Bersyariah Bersatu katanya ya min? https://t.co/oIx2ETH13g"
"3067",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3068",1,"RT @ulinyusron: Pendukung Anies Sandi yang kencang teriak Jakarta Bersyariah ditangkap di hotel mewah. Enak ya nginep di hotel? https://t.c…"
"3069",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3070",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3071",0,"#CumaAhokDjarot 
Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas https://t.co/zm8nm1Z8Nl lewat @suaraislamco"
"3072",-1,"RT @ulinyusron: Al Khaththath kenapa pilih Hotel Kempinsky? Sebagai orang yang teriak kenceng khilafah, Jakarta Bersyariah, mestinya nginep…"
"3073",0,"#CumaAhokDjarot  Terbongkar, Ternyata ISIS Dompleng “Jakarta Bersyariah” Anies-Sandi https://t.co/cDI2G4UdR2"
"3074",-2,"Konsep Jakarta Bersyariah Anies Sandi Ancam Kaum Perempuan https://t.co/xUPdmO2cAA 
#CumaAhokDjarot yg menolak kons… https://t.co/s5vwidM5S0"
"3075",1,"wanita hebat si kuat syariah jkt sebesar dorong jatuh agama syiah spy aman bantu hak-hak #apaiya… https://t.co/QQ3hocfBUS"
"3076",-2,"RT @LailaMalika21: Konsep Jakarta bersyariah Anies-Sandi sangat tidak jelas, dan bila diterapkan akan merugikan Kaum perempuan #CumaAhokDja…"
"3077",-2,"Konsep Jakarta bersyariah Anies-Sandi sangat tidak jelas, dan bila diterapkan akan merugikan Kaum perempuan… https://t.co/PX5zvzkRQz"
"3078",-2,"gue sbg perempuan pasti menolak dgn adanya program JKT syariah ini. 
#apaiya
@therealDiSastr
@SandraDewi88

https://t.co/sk5kPS3sd5"
"3079",0,"kami butuh yg jelas programnya pak, yg ga jelas ke laut aja..
#CumaAhokDjarot
yg programnya jelas ternyata
https://t.co/xAosxyVIIo"
"3080",0,"https://t.co/AUAZL2PXFp
karena yg jelas #CumaAhokDjarot"
"3081",-1,"dan #CumaAhokDjarot yg semua programnya jelas..
@basuki_btp
@AhokDjarot
https://t.co/Qkz6OypSvB"
"3082",-1,"Konsep Jakarta bersyariah yang akan diterapkan @aniesbaswedan ini akan mengancam kaum perempuan #CumaAhokDjarot… https://t.co/UdmWWMh6NJ"
"3083",-1,"Muhammadiyah: Konsep Jakarta Bersyariah Anies-Sandi Tidak Jelas #CumaAhokDjarot NKRI harga mati… https://t.co/Gtggble0a4"
